site,surber,taxa,linear_meas,Unit,dw,FFG,sibe
Coorang,S3,Deleatidium,1.46,mm,1.46e-5,CB,Pomeranz_9
Sullivan East,s3,Deleatidium,3.7,mm,2.50978e-4,CB,Pomeranz_23
Italian,s3,Deleatidium,6.66,mm,0.001512242,CB,Pomeranz_12
Kiwi,s3,Deleatidium,3.4,mm,1.93834e-4,CB,Pomeranz_13
Chasm,s3,Deleatidium,1.1,mm,6.17e-6,CB,Pomeranz_6
Kiwi,s3,Deleatidium,3.56,mm,2.23075e-4,CB,Pomeranz_13
Chasm,s3,Deleatidium,1.13,mm,6.69e-6,CB,Pomeranz_6
Charming,s3,Deleatidium,1.25,mm,9.11e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,5.23,mm,7.22566e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,1.65,mm,2.13e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,4.93,mm,6.03239e-4,CB,Pomeranz_5
Coorang,S3,Deleatidium,4.28,mm,3.91627e-4,CB,Pomeranz_9
Lankey,s3,Deleatidium,1.3,mm,1.03e-5,CB,Pomeranz_14
Burnett,s3,Deleatidium,1.64,mm,2.09e-5,CB,Pomeranz_3
Chasm,s3,Deleatidium,1.61,mm,1.97e-5,CB,Pomeranz_6
Kiwi,s3,Deleatidium,1.75,mm,2.55e-5,CB,Pomeranz_13
Chasm,s3,Deleatidium,6.82,mm,0.001626012,CB,Pomeranz_6
Chasm,s3,Deleatidium,1.36,mm,1.18e-5,CB,Pomeranz_6
Kiwi,s3,Deleatidium,1.6,mm,1.94e-5,CB,Pomeranz_13
Coalbrookedale,s3,Deleatidium,2.84,mm,1.11843e-4,CB,Pomeranz_8
Italian,s3,Deleatidium,6.57,mm,0.001450663,CB,Pomeranz_12
Italian,s3,Deleatidium,2.65,mm,9.05e-5,CB,Pomeranz_12
Kiwi,s3,Deleatidium,1.68,mm,2.25e-5,CB,Pomeranz_13
Italian,s3,Deleatidium,4.81,mm,5.59487e-4,CB,Pomeranz_12
Italian,s3,Deleatidium,4.87,mm,5.81086e-4,CB,Pomeranz_12
Kiwi,s3,Deleatidium,1.6,mm,1.94e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,1.46,mm,1.46e-5,CB,Pomeranz_14
Italian,s3,Deleatidium,4.44,mm,4.38101e-4,CB,Pomeranz_12
Charming,s3,Deleatidium,1.36,mm,1.18e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,5.09,mm,6.65077e-4,CB,Pomeranz_13
Charming,s3,Deleatidium,1.85,mm,3.02e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,0.94,mm,3.81e-6,CB,Pomeranz_5
Coorang,S3,Deleatidium,8.59,mm,0.003290878,CB,Pomeranz_9
Charming,s3,Deleatidium,2.75,mm,1.01362e-4,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.62,mm,2.01e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,2.56,mm,8.14e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,0.85,mm,2.8e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,6.85,mm,0.001647966,CB,Pomeranz_5
Burnett,s3,Deleatidium,4.71,mm,5.247e-4,CB,Pomeranz_3
Coorang,S3,Deleatidium,3.7,mm,2.50978e-4,CB,Pomeranz_9
Chasm,s3,Deleatidium,5.42,mm,8.05806e-4,CB,Pomeranz_6
Chasm,s3,Deleatidium,1.04,mm,5.19e-6,CB,Pomeranz_6
Lankey,s3,Deleatidium,1.66,mm,2.17e-5,CB,Pomeranz_14
Lankey,s3,Deleatidium,1.62,mm,2.01e-5,CB,Pomeranz_14
Kiwi,s3,Deleatidium,3.65,mm,2.40758e-4,CB,Pomeranz_13
Charming,s3,Deleatidium,1.69,mm,2.29e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.54,mm,1.72e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.35,mm,1.15e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.45,mm,1.43e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.68,mm,2.25e-5,CB,Pomeranz_5
Sullivan East,s3,Deleatidium,2.78,mm,1.04779e-4,CB,Pomeranz_23
Kiwi,s3,Deleatidium,1.66,mm,2.17e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.59,mm,1.9e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,2.17,mm,4.92e-5,CB,Pomeranz_13
Burnet Tributary,s3,Deleatidium,4.97,mm,6.18319e-4,CB,Pomeranz_2
Burnett,s3,Deleatidium,2.06,mm,4.19e-5,CB,Pomeranz_3
Chasm,s3,Deleatidium,3.1,mm,1.46168e-4,CB,Pomeranz_6
Kiwi,s3,Deleatidium,3.33,mm,1.81896e-4,CB,Pomeranz_13
Burnett,s3,Deleatidium,1.38,mm,1.23e-5,CB,Pomeranz_3
Lankey,s3,Deleatidium,2.12,mm,4.58e-5,CB,Pomeranz_14
Kiwi,s3,Deleatidium,1.45,mm,1.43e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.4,mm,6.69e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,2.74,mm,1.0024e-4,CB,Pomeranz_14
Kiwi,s3,Deleatidium,2.42,mm,6.86e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.72,mm,9.8e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.32,mm,6.03e-5,CB,Pomeranz_13
Italian,s3,Deleatidium,4.33,mm,4.05774e-4,CB,Pomeranz_12
Charming,s3,Deleatidium,6.75,mm,0.001575554,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.97,mm,3.66e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,1.12,mm,6.51e-6,CB,Pomeranz_14
Kiwi,s3,Deleatidium,2.79,mm,1.05935e-4,CB,Pomeranz_13
Burnett,s3,Deleatidium,1.59,mm,1.9e-5,CB,Pomeranz_3
Charming,s3,Deleatidium,4.84,mm,5.70218e-4,CB,Pomeranz_5
Kiwi,s3,Deleatidium,2.22,mm,5.27e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,5.25,mm,7.31042e-4,CB,Pomeranz_5
Lankey,s3,Deleatidium,1.1,mm,6.17e-6,CB,Pomeranz_14
Coalbrookedale,s3,Deleatidium,2.51,mm,7.67e-5,CB,Pomeranz_8
Coalbrookedale,s3,Deleatidium,2.77,mm,1.03632e-4,CB,Pomeranz_8
Charming,s3,Deleatidium,1.36,mm,1.18e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,3.21,mm,1.626e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,2.2,mm,5.13e-5,CB,Pomeranz_5
Italian,s3,Deleatidium,4.58,mm,4.81693e-4,CB,Pomeranz_12
Italian,s3,Deleatidium,4.48,mm,4.50273e-4,CB,Pomeranz_12
Charming,s3,Deleatidium,1.97,mm,3.66e-5,CB,Pomeranz_5
Burnett,s3,Deleatidium,4.06,mm,3.33309e-4,CB,Pomeranz_3
Charming,s3,Deleatidium,2.1,mm,4.45e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,2.25,mm,5.49e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.77,mm,2.64e-5,CB,Pomeranz_13
Burnett,s3,Deleatidium,3.72,mm,2.55147e-4,CB,Pomeranz_3
Kiwi,s3,Deleatidium,1.94,mm,3.49e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,1.15,mm,7.06e-6,CB,Pomeranz_14
Kiwi,s3,Deleatidium,1.77,mm,2.64e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,1.17,mm,7.44e-6,CB,Pomeranz_14
Kiwi,s3,Deleatidium,2.05,mm,4.13e-5,CB,Pomeranz_13
Coorang,S3,Deleatidium,3.71,mm,2.53057e-4,CB,Pomeranz_9
Kiwi,s3,Deleatidium,2.01,mm,3.89e-5,CB,Pomeranz_13
Burnett,s3,Deleatidium,3.86,mm,2.85636e-4,CB,Pomeranz_3
Coorang,S3,Deleatidium,3.25,mm,1.68871e-4,CB,Pomeranz_9
Charming,s3,Deleatidium,4.08,mm,3.38351e-4,CB,Pomeranz_5
Chasm,s3,Deleatidium,6.15,mm,0.001185506,CB,Pomeranz_6
Lankey,s3,Deleatidium,1.15,mm,7.06e-6,CB,Pomeranz_14
Charming,s3,Deleatidium,5.76,mm,9.70435e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,2.96,mm,1.26919e-4,CB,Pomeranz_5
Lankey,s3,Deleatidium,2.02,mm,3.95e-5,CB,Pomeranz_14
Charming,s3,Deleatidium,3.51,mm,2.1364e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,1.89,mm,3.22e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.33,mm,1.1e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.41,mm,1.32e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.15,mm,7.06e-6,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.55,mm,1.76e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.83,mm,2.92e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.53,mm,1.69e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.61,mm,1.97e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.58,mm,1.86e-5,CB,Pomeranz_5
Burnett,s3,Deleatidium,1.81,mm,2.82e-5,CB,Pomeranz_3
Burnett,s3,Deleatidium,1.3,mm,1.03e-5,CB,Pomeranz_3
Chasm,s3,Deleatidium,1.16,mm,7.25e-6,CB,Pomeranz_6
Chasm,s3,Deleatidium,4.6,mm,4.88149e-4,CB,Pomeranz_6
Charming,s3,Deleatidium,2.84,mm,1.11843e-4,CB,Pomeranz_5
Chasm,s3,Deleatidium,5.42,mm,8.05806e-4,CB,Pomeranz_6
Coorang,S3,Deleatidium,2.02,mm,3.95e-5,CB,Pomeranz_9
Coorang,S3,Deleatidium,2.05,mm,4.13e-5,CB,Pomeranz_9
Kiwi,s3,Deleatidium,1.67,mm,2.21e-5,CB,Pomeranz_13
Italian,s3,Deleatidium,6.2,mm,0.001215202,CB,Pomeranz_12
Italian,s3,Deleatidium,7.28,mm,0.001984898,CB,Pomeranz_12
Charming,s3,Deleatidium,1.68,mm,2.25e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.75,mm,2.55e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,2.09,mm,4.38e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,2.09,mm,4.38e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.91,mm,3.33e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,6.59,mm,0.001464199,CB,Pomeranz_5
Lankey,s3,Deleatidium,2.25,mm,5.49e-5,CB,Pomeranz_14
Charming,s3,Deleatidium,6.93,mm,0.001707482,CB,Pomeranz_5
Charming,s3,Deleatidium,2.33,mm,6.11e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.3,mm,1.03e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,2.28,mm,5.72e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.4,mm,1.29e-5,CB,Pomeranz_5
Chasm,s3,Deleatidium,3.65,mm,2.40758e-4,CB,Pomeranz_6
Charming,s3,Deleatidium,5.6,mm,8.90398e-4,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.17,mm,7.44e-6,CB,Pomeranz_13
Charming,s3,Deleatidium,3.94,mm,3.04113e-4,CB,Pomeranz_5
Italian,s3,Deleatidium,6.73,mm,0.001561334,CB,Pomeranz_12
Charming,s3,Deleatidium,3.55,mm,2.21166e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,1.05,mm,5.35e-6,CB,Pomeranz_5
Kiwi,s3,Deleatidium,2.01,mm,3.89e-5,CB,Pomeranz_13
Italian,s3,Deleatidium,3.63,mm,2.3675e-4,CB,Pomeranz_12
Charming,s3,Deleatidium,2.05,mm,4.13e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.18,mm,7.64e-6,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.92,mm,3.38e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.23,mm,8.67e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,1.28,mm,9.8e-6,CB,Pomeranz_5
Italian,s3,Deleatidium,4.67,mm,5.11203e-4,CB,Pomeranz_12
Burnett,s3,Deleatidium,4.8,mm,5.5594e-4,CB,Pomeranz_3
Charming,s3,Deleatidium,0.92,mm,3.57e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,2.54,mm,7.95e-5,CB,Pomeranz_5
Coorang,S3,Deleatidium,3.61,mm,2.32787e-4,CB,Pomeranz_9
Burnett,s3,Deleatidium,5.37,mm,7.83307e-4,CB,Pomeranz_3
Charming,s3,Deleatidium,1.43,mm,1.37e-5,CB,Pomeranz_5
Lankey,s3,Deleatidium,1.06,mm,5.51e-6,CB,Pomeranz_14
Coorang,S3,Deleatidium,4.1,mm,3.43445e-4,CB,Pomeranz_9
Charming,s3,Deleatidium,2.96,mm,1.26919e-4,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.53,mm,1.69e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.09,mm,6e-6,CB,Pomeranz_13
Kiwi,s3,Deleatidium,3.04,mm,1.37694e-4,CB,Pomeranz_13
Charming,s3,Deleatidium,3.27,mm,1.72067e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,4.69,mm,5.17922e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,1.62,mm,2.01e-5,CB,Pomeranz_5
Burnett,s3,Deleatidium,1.42,mm,1.35e-5,CB,Pomeranz_3
Burnett,s3,Deleatidium,1.66,mm,2.17e-5,CB,Pomeranz_3
Coorang,S3,Deleatidium,2.4,mm,6.69e-5,CB,Pomeranz_9
Coorang,S3,Deleatidium,2.04,mm,4.07e-5,CB,Pomeranz_9
Kiwi,s3,Deleatidium,1.19,mm,7.84e-6,CB,Pomeranz_13
Chasm,s3,Deleatidium,2.03,mm,4.01e-5,CB,Pomeranz_6
Chasm,s3,Deleatidium,1.24,mm,8.89e-6,CB,Pomeranz_6
Chasm,s3,Deleatidium,2.33,mm,6.11e-5,CB,Pomeranz_6
Charming,s3,Deleatidium,3.05,mm,1.39083e-4,CB,Pomeranz_5
Burnett,s3,Deleatidium,1.8,mm,2.78e-5,CB,Pomeranz_3
Lankey,s3,Deleatidium,1.27,mm,9.56e-6,CB,Pomeranz_14
Chasm,s3,Deleatidium,4.2,mm,3.69687e-4,CB,Pomeranz_6
Kiwi,s3,Deleatidium,1.36,mm,1.18e-5,CB,Pomeranz_13
Coorang,S3,Deleatidium,1.65,mm,2.13e-5,CB,Pomeranz_9
Coorang,S3,Deleatidium,3.24,mm,1.67288e-4,CB,Pomeranz_9
Sullivan East,s3,Deleatidium,2.86,mm,1.14267e-4,CB,Pomeranz_23
Sullivan East,s3,Deleatidium,3.23,mm,1.65716e-4,CB,Pomeranz_23
Sullivan East,s3,Deleatidium,3.54,mm,2.19268e-4,CB,Pomeranz_23
Kiwi,s3,Deleatidium,5.98,mm,0.001088194,CB,Pomeranz_13
Chasm,s3,Deleatidium,1.51,mm,1.62e-5,CB,Pomeranz_6
Italian,s3,Deleatidium,6.01,mm,0.00110496,CB,Pomeranz_12
Italian,s3,Deleatidium,4.55,mm,4.72117e-4,CB,Pomeranz_12
Lankey,s3,Deleatidium,2.21,mm,5.2e-5,CB,Pomeranz_14
Chasm,s3,Deleatidium,1.25,mm,9.11e-6,CB,Pomeranz_6
Chasm,s3,Deleatidium,2.58,mm,8.34e-5,CB,Pomeranz_6
Chasm,s3,Deleatidium,2.97,mm,1.28234e-4,CB,Pomeranz_6
Kiwi,s3,Deleatidium,3.48,mm,2.08109e-4,CB,Pomeranz_13
Chasm,s3,Deleatidium,1.94,mm,3.49e-5,CB,Pomeranz_6
Kiwi,s3,Deleatidium,3.22,mm,1.64153e-4,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.58,mm,1.86e-5,CB,Pomeranz_13
Chasm,s3,Deleatidium,1.59,mm,1.9e-5,CB,Pomeranz_6
Charming,s3,Deleatidium,0.78,mm,2.16e-6,CB,Pomeranz_5
Italian,s3,Deleatidium,4.51,mm,4.59549e-4,CB,Pomeranz_12
Chasm,s3,Deleatidium,1.45,mm,1.43e-5,CB,Pomeranz_6
Italian,s3,Deleatidium,5.39,mm,7.92255e-4,CB,Pomeranz_12
Charming,s3,Deleatidium,1.29,mm,1e-5,CB,Pomeranz_5
Chasm,s3,Deleatidium,1.35,mm,1.15e-5,CB,Pomeranz_6
Italian,s3,Deleatidium,5.38,mm,7.87773e-4,CB,Pomeranz_12
Kiwi,s3,Deleatidium,2,mm,3.83e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.06,mm,4.19e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.68,mm,2.25e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.54,mm,1.72e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.8,mm,2.78e-5,CB,Pomeranz_13
Coorang,S3,Deleatidium,6.79,mm,0.001604256,CB,Pomeranz_9
Lankey,s3,Deleatidium,1.21,mm,8.25e-6,CB,Pomeranz_14
Lankey,s3,Deleatidium,1.76,mm,2.59e-5,CB,Pomeranz_14
Lankey,s3,Deleatidium,1.23,mm,8.67e-6,CB,Pomeranz_14
Burnett,s3,Deleatidium,4.77,mm,5.45392e-4,CB,Pomeranz_3
Charming,s3,Deleatidium,1.2,mm,8.04e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,2.86,mm,1.14267e-4,CB,Pomeranz_5
Burnett,s3,Deleatidium,1.68,mm,2.25e-5,CB,Pomeranz_3
Charming,s3,Deleatidium,5.69,mm,9.34848e-4,CB,Pomeranz_5
Lankey,s3,Deleatidium,2,mm,3.83e-5,CB,Pomeranz_14
Charming,s3,Deleatidium,2.87,mm,1.15493e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,3.06,mm,1.40481e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,3.12,mm,1.49068e-4,CB,Pomeranz_5
Burnett,s3,Deleatidium,2.31,mm,5.95e-5,CB,Pomeranz_3
Charming,s3,Deleatidium,1.43,mm,1.37e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.28,mm,9.8e-6,CB,Pomeranz_13
One Horse Creek,s3,Deleatidium,6.27,mm,0.001257612,CB,Pomeranz_18
Kiwi,s3,Deleatidium,1.26,mm,9.34e-6,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.46,mm,1.46e-5,CB,Pomeranz_13
Chasm,s3,Deleatidium,1.53,mm,1.69e-5,CB,Pomeranz_6
Kiwi,s3,Deleatidium,1.8,mm,2.78e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.04,mm,4.07e-5,CB,Pomeranz_13
Burnet Tributary,s3,Deleatidium,4.82,mm,5.63049e-4,CB,Pomeranz_2
Burnet Tributary,s3,Deleatidium,6.43,mm,0.001358264,CB,Pomeranz_2
Chasm,s3,Deleatidium,7.27,mm,0.001976579,CB,Pomeranz_6
Kiwi,s3,Deleatidium,2.15,mm,4.78e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,4.71,mm,5.247e-4,CB,Pomeranz_14
Kiwi,s3,Deleatidium,2.16,mm,4.85e-5,CB,Pomeranz_13
Coorang,S3,Deleatidium,2.17,mm,4.92e-5,CB,Pomeranz_9
Kiwi,s3,Deleatidium,1.56,mm,1.79e-5,CB,Pomeranz_13
One Horse Creek,s3,Deleatidium,4.27,mm,3.88837e-4,CB,Pomeranz_18
Coorang,S3,Deleatidium,1.65,mm,2.13e-5,CB,Pomeranz_9
Kiwi,s3,Deleatidium,1.48,mm,1.53e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.1,mm,4.45e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,3.81,mm,2.74481e-4,CB,Pomeranz_14
Lankey,s3,Deleatidium,2.09,mm,4.38e-5,CB,Pomeranz_14
Lankey,s3,Deleatidium,2.56,mm,8.14e-5,CB,Pomeranz_14
Lankey,s3,Deleatidium,2.96,mm,1.26919e-4,CB,Pomeranz_14
Lankey,s3,Deleatidium,2.92,mm,1.21751e-4,CB,Pomeranz_14
Lankey,s3,Deleatidium,2.13,mm,4.64e-5,CB,Pomeranz_14
Lankey,s3,Deleatidium,3.12,mm,1.49068e-4,CB,Pomeranz_14
Lankey,s3,Deleatidium,1.83,mm,2.92e-5,CB,Pomeranz_14
Charming,s3,Deleatidium,4.3,mm,3.97245e-4,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.77,mm,2.64e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.51,mm,1.62e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.76,mm,2.59e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,2.03,mm,4.01e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.63,mm,2.05e-5,CB,Pomeranz_5
Italian,s3,Deleatidium,4.33,mm,4.05774e-4,CB,Pomeranz_12
Kiwi,s3,Deleatidium,1.32,mm,1.08e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.42,mm,1.35e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.54,mm,1.72e-5,CB,Pomeranz_13
Burnett,s3,Deleatidium,5.61,mm,8.95265e-4,CB,Pomeranz_3
Charming,s3,Deleatidium,2.04,mm,4.07e-5,CB,Pomeranz_5
Burnett,s3,Deleatidium,5.89,mm,0.001038922,CB,Pomeranz_3
Burnett,s3,Deleatidium,5.38,mm,7.87773e-4,CB,Pomeranz_3
Charming,s3,Deleatidium,3.1,mm,1.46168e-4,CB,Pomeranz_5
Kiwi,s3,Deleatidium,2.01,mm,3.89e-5,CB,Pomeranz_13
Burnett,s3,Deleatidium,1.28,mm,9.8e-6,CB,Pomeranz_3
Kiwi,s3,Deleatidium,1.69,mm,2.29e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,3.3,mm,1.76936e-4,CB,Pomeranz_5
Chasm,s3,Deleatidium,6.07,mm,0.001139013,CB,Pomeranz_6
Charming,s3,Deleatidium,3.93,mm,3.0176e-4,CB,Pomeranz_5
Burnett,s3,Deleatidium,2.46,mm,7.21e-5,CB,Pomeranz_3
Sullivan East,s3,Deleatidium,2.28,mm,5.72e-5,CB,Pomeranz_23
Coorang,S3,Deleatidium,1.59,mm,1.9e-5,CB,Pomeranz_9
Coorang,S3,Deleatidium,3.05,mm,1.39083e-4,CB,Pomeranz_9
Chasm,s3,Deleatidium,1.79,mm,2.73e-5,CB,Pomeranz_6
Kiwi,s3,Deleatidium,1.83,mm,2.92e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,2.11,mm,4.51e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.43,mm,1.37e-5,CB,Pomeranz_5
Kiwi,s3,Deleatidium,1.59,mm,1.9e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.71,mm,2.37e-5,CB,Pomeranz_5
Italian,s3,Deleatidium,5.35,mm,7.74427e-4,CB,Pomeranz_12
Kiwi,s3,Deleatidium,1.63,mm,2.05e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.64,mm,2.09e-5,CB,Pomeranz_13
Italian,s3,Deleatidium,8,mm,0.002647812,CB,Pomeranz_12
Italian,s3,Deleatidium,8.28,mm,0.002941287,CB,Pomeranz_12
Charming,s3,Deleatidium,1.46,mm,1.46e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.67,mm,2.21e-5,CB,Pomeranz_5
Italian,s3,Deleatidium,7.79,mm,0.002441116,CB,Pomeranz_12
Italian,s3,Deleatidium,7.49,mm,0.002165085,CB,Pomeranz_12
Italian,s3,Deleatidium,5.44,mm,8.14926e-4,CB,Pomeranz_12
Italian,s3,Deleatidium,7.52,mm,0.002191691,CB,Pomeranz_12
Lankey,s3,Deleatidium,2.58,mm,8.34e-5,CB,Pomeranz_14
Lankey,s3,Deleatidium,2.95,mm,1.25614e-4,CB,Pomeranz_14
Chasm,s3,Deleatidium,1.37,mm,1.21e-5,CB,Pomeranz_6
Charming,s3,Deleatidium,4.16,mm,3.59034e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,4.17,mm,0.00036167699999999997,CB,Pomeranz_5
Charming,s3,Deleatidium,1.47,mm,1.5e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.75,mm,2.55e-5,CB,Pomeranz_5
Italian,s3,Deleatidium,6.1,mm,0.001156301,CB,Pomeranz_12
Italian,s3,Deleatidium,5.25,mm,7.31042e-4,CB,Pomeranz_12
Kiwi,s3,Deleatidium,1.84,mm,2.97e-5,CB,Pomeranz_13
Kiwi,s3,Deleatidium,1.94,mm,3.49e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,1.35,mm,1.15e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,1.81,mm,2.82e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,0.92,mm,3.57e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,1.26,mm,9.34e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,1.33,mm,1.1e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,0.85,mm,2.8e-6,CB,Pomeranz_5
Charming,s3,Deleatidium,1.38,mm,1.23e-5,CB,Pomeranz_5
Charming,s3,Deleatidium,2.09,mm,4.38e-5,CB,Pomeranz_5
Lankey,s3,Deleatidium,1.55,mm,1.76e-5,CB,Pomeranz_14
Charming,s3,Deleatidium,1.85,mm,3.02e-5,CB,Pomeranz_5
Lankey,s3,Deleatidium,1.09,mm,6e-6,CB,Pomeranz_14
Kiwi,s3,Deleatidium,1.61,mm,1.97e-5,CB,Pomeranz_13
Lankey,s3,Deleatidium,1.23,mm,8.67e-6,CB,Pomeranz_14
Kiwi,s3,Deleatidium,1.44,mm,1.4e-5,CB,Pomeranz_13
Chasm,s3,Deleatidium,7.59,mm,0.002254626,CB,Pomeranz_6
Kiwi,s3,Deleatidium,2.33,mm,6.11e-5,CB,Pomeranz_13
Charming,s3,Deleatidium,3.71,mm,2.53057e-4,CB,Pomeranz_5
Charming,s3,Deleatidium,2.72,mm,9.8e-5,CB,Pomeranz_5
Chasm,s3,Deleatidium,6.96,mm,0.001730168,CB,Pomeranz_6
Burnett,s3,Deleatidium,2.89,mm,1.17969e-4,CB,Pomeranz_3
Sullivan East,s3,Deleatidium,3.47,mm,2.06287e-4,CB,Pomeranz_23
Kiwi,s3,Deleatidium,1.64,mm,2.09e-5,CB,Pomeranz_13
Sullivan East,s3,Deleatidium,2.28,mm,5.72e-5,CB,Pomeranz_23
Coorang,S3,Deleatidium,2.49,mm,7.48e-5,CB,Pomeranz_9
Kiwi,s3,Deleatidium,1.22,mm,8.46e-6,CB,Pomeranz_13
One Horse Creek,s3,Deleatidium,6.04,mm,0.0011219,CB,Pomeranz_18
Chasm,s3,Deleatidium,1.52,mm,1.66e-5,CB,Pomeranz_6
Chasm,s3,Deleatidium,2.34,mm,6.19e-5,CB,Pomeranz_6
Chasm,s3,Deleatidium,2.2,mm,5.13e-5,CB,Pomeranz_6
Chasm,s3,Deleatidium,2.14,mm,4.71e-5,CB,Pomeranz_6
Chasm,s3,Deleatidium,4.2,mm,3.69687e-4,CB,Pomeranz_6
Chasm,s3,Deleatidium,3.13,mm,1.50533e-4,CB,Pomeranz_6
Coorang,S3,Deleatidium,1.92,mm,3.38e-5,CB,Pomeranz_9
Sullivan East,s3,Deleatidium,2.27,mm,5.64e-5,CB,Pomeranz_23
