site,surber,taxa,linear_meas,Unit,dw,FFG
Sullivan East,s3,Deleatidium,2.78,mm,0.000104779,CB
Kiwi,s3,Deleatidium,1.66,mm,2.17E-05,CB
Charming,s3,Deleatidium,1.59,mm,1.90E-05,CB
Kiwi,s3,Deleatidium,2.17,mm,4.92E-05,CB
Burnet Tributary,s3,Deleatidium,4.97,mm,0.000618319,CB
Burnett,s3,Deleatidium,2.06,mm,4.19E-05,CB
Chasm,s3,Deleatidium,3.1,mm,0.000146168,CB
Kiwi,s3,Deleatidium,3.33,mm,0.000181896,CB
Burnett,s3,Deleatidium,1.38,mm,1.23E-05,CB
Lankey,s3,Deleatidium,2.12,mm,4.58E-05,CB
Kiwi,s3,Deleatidium,1.45,mm,1.43E-05,CB
Kiwi,s3,Deleatidium,2.4,mm,6.69E-05,CB
Lankey,s3,Deleatidium,2.74,mm,0.00010024,CB
Kiwi,s3,Deleatidium,2.42,mm,6.86E-05,CB
Kiwi,s3,Deleatidium,2.72,mm,9.80E-05,CB
Kiwi,s3,Deleatidium,2.32,mm,6.03E-05,CB
Italian,s3,Deleatidium,4.33,mm,0.000405774,CB
Charming,s3,Deleatidium,6.75,mm,0.001575554,CB
Kiwi,s3,Deleatidium,1.97,mm,3.66E-05,CB
Lankey,s3,Deleatidium,1.12,mm,6.51E-06,CB
Kiwi,s3,Deleatidium,2.79,mm,0.000105935,CB
Burnett,s3,Deleatidium,1.59,mm,1.90E-05,CB
Charming,s3,Deleatidium,4.84,mm,0.000570218,CB
Kiwi,s3,Deleatidium,2.22,mm,5.27E-05,CB
Charming,s3,Deleatidium,5.25,mm,0.000731042,CB
Lankey,s3,Deleatidium,1.1,mm,6.17E-06,CB
Coalbrookedale,s3,Deleatidium,2.51,mm,7.67E-05,CB
Coalbrookedale,s3,Deleatidium,2.77,mm,0.000103632,CB
Charming,s3,Deleatidium,1.36,mm,1.18E-05,CB
Charming,s3,Deleatidium,3.21,mm,0.0001626,CB
Charming,s3,Deleatidium,2.2,mm,5.13E-05,CB
Italian,s3,Deleatidium,4.58,mm,0.000481693,CB
Italian,s3,Deleatidium,4.48,mm,0.000450273,CB
Charming,s3,Deleatidium,1.97,mm,3.66E-05,CB
Burnett,s3,Deleatidium,4.06,mm,0.000333309,CB
Charming,s3,Deleatidium,2.1,mm,4.45E-05,CB
Charming,s3,Deleatidium,2.25,mm,5.49E-05,CB
Kiwi,s3,Deleatidium,1.77,mm,2.64E-05,CB
Burnett,s3,Deleatidium,3.72,mm,0.000255147,CB
Kiwi,s3,Deleatidium,1.94,mm,3.49E-05,CB
Lankey,s3,Deleatidium,1.15,mm,7.06E-06,CB
Kiwi,s3,Deleatidium,1.77,mm,2.64E-05,CB
Lankey,s3,Deleatidium,1.17,mm,7.44E-06,CB
Kiwi,s3,Deleatidium,2.05,mm,4.13E-05,CB
Coorang,S3,Deleatidium,3.71,mm,0.000253057,CB
Kiwi,s3,Deleatidium,2.01,mm,3.89E-05,CB
Burnett,s3,Deleatidium,3.86,mm,0.000285636,CB
Coorang,S3,Deleatidium,3.25,mm,0.000168871,CB
Charming,s3,Deleatidium,4.08,mm,0.000338351,CB
Chasm,s3,Deleatidium,6.15,mm,0.001185506,CB
Lankey,s3,Deleatidium,1.15,mm,7.06E-06,CB
Charming,s3,Deleatidium,5.76,mm,0.000970435,CB
Charming,s3,Deleatidium,2.96,mm,0.000126919,CB
Lankey,s3,Deleatidium,2.02,mm,3.95E-05,CB
Charming,s3,Deleatidium,3.51,mm,0.00021364,CB
Charming,s3,Deleatidium,1.89,mm,3.22E-05,CB
Charming,s3,Deleatidium,1.33,mm,1.10E-05,CB
Charming,s3,Deleatidium,1.41,mm,1.32E-05,CB
Kiwi,s3,Deleatidium,1.15,mm,7.06E-06,CB
Kiwi,s3,Deleatidium,1.55,mm,1.76E-05,CB
Kiwi,s3,Deleatidium,1.83,mm,2.92E-05,CB
Charming,s3,Deleatidium,1.53,mm,1.69E-05,CB
Charming,s3,Deleatidium,1.61,mm,1.97E-05,CB
Charming,s3,Deleatidium,1.58,mm,1.86E-05,CB
Burnett,s3,Deleatidium,1.81,mm,2.82E-05,CB
Burnett,s3,Deleatidium,1.3,mm,1.03E-05,CB
Chasm,s3,Deleatidium,1.16,mm,7.25E-06,CB
Chasm,s3,Deleatidium,4.6,mm,0.000488149,CB
Charming,s3,Deleatidium,2.84,mm,0.000111843,CB
Chasm,s3,Deleatidium,5.42,mm,0.000805806,CB
Coorang,S3,Deleatidium,2.02,mm,3.95E-05,CB
Coorang,S3,Deleatidium,2.05,mm,4.13E-05,CB
Kiwi,s3,Deleatidium,1.67,mm,2.21E-05,CB
Italian,s3,Deleatidium,6.2,mm,0.001215202,CB
Italian,s3,Deleatidium,7.28,mm,0.001984898,CB
Charming,s3,Deleatidium,1.68,mm,2.25E-05,CB
Charming,s3,Deleatidium,1.75,mm,2.55E-05,CB
Charming,s3,Deleatidium,2.09,mm,4.38E-05,CB
Charming,s3,Deleatidium,2.09,mm,4.38E-05,CB
Charming,s3,Deleatidium,1.91,mm,3.33E-05,CB
Charming,s3,Deleatidium,6.59,mm,0.001464199,CB
Lankey,s3,Deleatidium,2.25,mm,5.49E-05,CB
Charming,s3,Deleatidium,6.93,mm,0.001707482,CB
Charming,s3,Deleatidium,2.33,mm,6.11E-05,CB
Charming,s3,Deleatidium,1.3,mm,1.03E-05,CB
Charming,s3,Deleatidium,2.28,mm,5.72E-05,CB
Charming,s3,Deleatidium,1.4,mm,1.29E-05,CB
Chasm,s3,Deleatidium,3.65,mm,0.000240758,CB
Charming,s3,Deleatidium,5.6,mm,0.000890398,CB
Kiwi,s3,Deleatidium,1.17,mm,7.44E-06,CB
Charming,s3,Deleatidium,3.94,mm,0.000304113,CB
Italian,s3,Deleatidium,6.73,mm,0.001561334,CB
Charming,s3,Deleatidium,3.55,mm,0.000221166,CB
Charming,s3,Deleatidium,1.05,mm,5.35E-06,CB
Kiwi,s3,Deleatidium,2.01,mm,3.89E-05,CB
Italian,s3,Deleatidium,3.63,mm,0.00023675,CB
Charming,s3,Deleatidium,2.05,mm,4.13E-05,CB
Charming,s3,Deleatidium,1.18,mm,7.64E-06,CB
Kiwi,s3,Deleatidium,1.92,mm,3.38E-05,CB
Charming,s3,Deleatidium,1.23,mm,8.67E-06,CB
Charming,s3,Deleatidium,1.28,mm,9.80E-06,CB
Italian,s3,Deleatidium,4.67,mm,0.000511203,CB
Burnett,s3,Deleatidium,4.8,mm,0.00055594,CB
Charming,s3,Deleatidium,0.92,mm,3.57E-06,CB
Charming,s3,Deleatidium,2.54,mm,7.95E-05,CB
Coorang,S3,Deleatidium,3.61,mm,0.000232787,CB
Burnett,s3,Deleatidium,5.37,mm,0.000783307,CB
Charming,s3,Deleatidium,1.43,mm,1.37E-05,CB
Lankey,s3,Deleatidium,1.06,mm,5.51E-06,CB
Coorang,S3,Deleatidium,4.1,mm,0.000343445,CB
Charming,s3,Deleatidium,2.96,mm,0.000126919,CB
Kiwi,s3,Deleatidium,1.53,mm,1.69E-05,CB
Kiwi,s3,Deleatidium,1.09,mm,6.00E-06,CB
Kiwi,s3,Deleatidium,3.04,mm,0.000137694,CB
Charming,s3,Deleatidium,3.27,mm,0.000172067,CB
Charming,s3,Deleatidium,4.69,mm,0.000517922,CB
Charming,s3,Deleatidium,1.62,mm,2.01E-05,CB
Burnett,s3,Deleatidium,1.42,mm,1.35E-05,CB
Burnett,s3,Deleatidium,1.66,mm,2.17E-05,CB
Coorang,S3,Deleatidium,2.4,mm,6.69E-05,CB
Coorang,S3,Deleatidium,2.04,mm,4.07E-05,CB
Kiwi,s3,Deleatidium,1.19,mm,7.84E-06,CB
Chasm,s3,Deleatidium,2.03,mm,4.01E-05,CB
Chasm,s3,Deleatidium,1.24,mm,8.89E-06,CB
Chasm,s3,Deleatidium,2.33,mm,6.11E-05,CB
Charming,s3,Deleatidium,3.05,mm,0.000139083,CB
Burnett,s3,Deleatidium,1.8,mm,2.78E-05,CB
Lankey,s3,Deleatidium,1.27,mm,9.56E-06,CB
Chasm,s3,Deleatidium,4.2,mm,0.000369687,CB
Kiwi,s3,Deleatidium,1.36,mm,1.18E-05,CB
Coorang,S3,Deleatidium,1.65,mm,2.13E-05,CB
Coorang,S3,Deleatidium,3.24,mm,0.000167288,CB
Sullivan East,s3,Deleatidium,2.86,mm,0.000114267,CB
Sullivan East,s3,Deleatidium,3.23,mm,0.000165716,CB
Sullivan East,s3,Deleatidium,3.54,mm,0.000219268,CB
Kiwi,s3,Deleatidium,5.98,mm,0.001088194,CB
Chasm,s3,Deleatidium,1.51,mm,1.62E-05,CB
Italian,s3,Deleatidium,6.01,mm,0.00110496,CB
Italian,s3,Deleatidium,4.55,mm,0.000472117,CB
Lankey,s3,Deleatidium,2.21,mm,5.20E-05,CB
Chasm,s3,Deleatidium,1.25,mm,9.11E-06,CB
Chasm,s3,Deleatidium,2.58,mm,8.34E-05,CB
Chasm,s3,Deleatidium,2.97,mm,0.000128234,CB
Kiwi,s3,Deleatidium,3.48,mm,0.000208109,CB
Chasm,s3,Deleatidium,1.94,mm,3.49E-05,CB
Kiwi,s3,Deleatidium,3.22,mm,0.000164153,CB
Kiwi,s3,Deleatidium,1.58,mm,1.86E-05,CB
Chasm,s3,Deleatidium,1.59,mm,1.90E-05,CB
Charming,s3,Deleatidium,0.78,mm,2.16E-06,CB
Italian,s3,Deleatidium,4.51,mm,0.000459549,CB
Chasm,s3,Deleatidium,1.45,mm,1.43E-05,CB
Italian,s3,Deleatidium,5.39,mm,0.000792255,CB
Charming,s3,Deleatidium,1.29,mm,1.00E-05,CB
Chasm,s3,Deleatidium,1.35,mm,1.15E-05,CB
Italian,s3,Deleatidium,5.38,mm,0.000787773,CB
Kiwi,s3,Deleatidium,2,mm,3.83E-05,CB
Kiwi,s3,Deleatidium,2.06,mm,4.19E-05,CB
Kiwi,s3,Deleatidium,1.68,mm,2.25E-05,CB
Charming,s3,Deleatidium,1.54,mm,1.72E-05,CB
Kiwi,s3,Deleatidium,1.8,mm,2.78E-05,CB
Coorang,S3,Deleatidium,6.79,mm,0.001604256,CB
Lankey,s3,Deleatidium,1.21,mm,8.25E-06,CB
Lankey,s3,Deleatidium,1.76,mm,2.59E-05,CB
Lankey,s3,Deleatidium,1.23,mm,8.67E-06,CB
Burnett,s3,Deleatidium,4.77,mm,0.000545392,CB
Charming,s3,Deleatidium,1.2,mm,8.04E-06,CB
Charming,s3,Deleatidium,2.86,mm,0.000114267,CB
Burnett,s3,Deleatidium,1.68,mm,2.25E-05,CB
Charming,s3,Deleatidium,5.69,mm,0.000934848,CB
Lankey,s3,Deleatidium,2,mm,3.83E-05,CB
Charming,s3,Deleatidium,2.87,mm,0.000115493,CB
Charming,s3,Deleatidium,3.06,mm,0.000140481,CB
Charming,s3,Deleatidium,3.12,mm,0.000149068,CB
Burnett,s3,Deleatidium,2.31,mm,5.95E-05,CB
Charming,s3,Deleatidium,1.43,mm,1.37E-05,CB
Kiwi,s3,Deleatidium,1.28,mm,9.80E-06,CB
One Horse Creek,s3,Deleatidium,6.27,mm,0.001257612,CB
Kiwi,s3,Deleatidium,1.26,mm,9.34E-06,CB
Kiwi,s3,Deleatidium,1.46,mm,1.46E-05,CB
Chasm,s3,Deleatidium,1.53,mm,1.69E-05,CB
Kiwi,s3,Deleatidium,1.8,mm,2.78E-05,CB
Kiwi,s3,Deleatidium,2.04,mm,4.07E-05,CB
Burnet Tributary,s3,Deleatidium,4.82,mm,0.000563049,CB
Burnet Tributary,s3,Deleatidium,6.43,mm,0.001358264,CB
Chasm,s3,Deleatidium,7.27,mm,0.001976579,CB
Kiwi,s3,Deleatidium,2.15,mm,4.78E-05,CB
Lankey,s3,Deleatidium,4.71,mm,0.0005247,CB
Kiwi,s3,Deleatidium,2.16,mm,4.85E-05,CB
Coorang,S3,Deleatidium,2.17,mm,4.92E-05,CB
Kiwi,s3,Deleatidium,1.56,mm,1.79E-05,CB
One Horse Creek,s3,Deleatidium,4.27,mm,0.000388837,CB
Coorang,S3,Deleatidium,1.65,mm,2.13E-05,CB
Kiwi,s3,Deleatidium,1.48,mm,1.53E-05,CB
Kiwi,s3,Deleatidium,2.1,mm,4.45E-05,CB
Lankey,s3,Deleatidium,3.81,mm,0.000274481,CB
Lankey,s3,Deleatidium,2.09,mm,4.38E-05,CB
Lankey,s3,Deleatidium,2.56,mm,8.14E-05,CB
Lankey,s3,Deleatidium,2.96,mm,0.000126919,CB
Lankey,s3,Deleatidium,2.92,mm,0.000121751,CB
Lankey,s3,Deleatidium,2.13,mm,4.64E-05,CB
Lankey,s3,Deleatidium,3.12,mm,0.000149068,CB
Lankey,s3,Deleatidium,1.83,mm,2.92E-05,CB
Charming,s3,Deleatidium,4.3,mm,0.000397245,CB
Kiwi,s3,Deleatidium,1.77,mm,2.64E-05,CB
Kiwi,s3,Deleatidium,1.51,mm,1.62E-05,CB
Kiwi,s3,Deleatidium,1.76,mm,2.59E-05,CB
Charming,s3,Deleatidium,2.03,mm,4.01E-05,CB
Charming,s3,Deleatidium,1.63,mm,2.05E-05,CB
Italian,s3,Deleatidium,4.33,mm,0.000405774,CB
Kiwi,s3,Deleatidium,1.32,mm,1.08E-05,CB
Kiwi,s3,Deleatidium,1.42,mm,1.35E-05,CB
Kiwi,s3,Deleatidium,1.54,mm,1.72E-05,CB
Burnett,s3,Deleatidium,5.61,mm,0.000895265,CB
Charming,s3,Deleatidium,2.04,mm,4.07E-05,CB
Burnett,s3,Deleatidium,5.89,mm,0.001038922,CB
Burnett,s3,Deleatidium,5.38,mm,0.000787773,CB
Charming,s3,Deleatidium,3.1,mm,0.000146168,CB
Kiwi,s3,Deleatidium,2.01,mm,3.89E-05,CB
Burnett,s3,Deleatidium,1.28,mm,9.80E-06,CB
Kiwi,s3,Deleatidium,1.69,mm,2.29E-05,CB
Charming,s3,Deleatidium,3.3,mm,0.000176936,CB
Chasm,s3,Deleatidium,6.07,mm,0.001139013,CB
Charming,s3,Deleatidium,3.93,mm,0.00030176,CB
Burnett,s3,Deleatidium,2.46,mm,7.21E-05,CB
Sullivan East,s3,Deleatidium,2.28,mm,5.72E-05,CB
Coorang,S3,Deleatidium,1.59,mm,1.90E-05,CB
Coorang,S3,Deleatidium,3.05,mm,0.000139083,CB
Chasm,s3,Deleatidium,1.79,mm,2.73E-05,CB
Kiwi,s3,Deleatidium,1.83,mm,2.92E-05,CB
Kiwi,s3,Deleatidium,2.11,mm,4.51E-05,CB
Charming,s3,Deleatidium,1.43,mm,1.37E-05,CB
Kiwi,s3,Deleatidium,1.59,mm,1.90E-05,CB
Charming,s3,Deleatidium,1.71,mm,2.37E-05,CB
Italian,s3,Deleatidium,5.35,mm,0.000774427,CB
Kiwi,s3,Deleatidium,1.63,mm,2.05E-05,CB
Kiwi,s3,Deleatidium,1.64,mm,2.09E-05,CB
Italian,s3,Deleatidium,8,mm,0.002647812,CB
Italian,s3,Deleatidium,8.28,mm,0.002941287,CB
Charming,s3,Deleatidium,1.46,mm,1.46E-05,CB
Charming,s3,Deleatidium,1.67,mm,2.21E-05,CB
Italian,s3,Deleatidium,7.79,mm,0.002441116,CB
Italian,s3,Deleatidium,7.49,mm,0.002165085,CB
Italian,s3,Deleatidium,5.44,mm,0.000814926,CB
Italian,s3,Deleatidium,7.52,mm,0.002191691,CB
Lankey,s3,Deleatidium,2.58,mm,8.34E-05,CB
Lankey,s3,Deleatidium,2.95,mm,0.000125614,CB
Chasm,s3,Deleatidium,1.37,mm,1.21E-05,CB
Charming,s3,Deleatidium,4.16,mm,0.000359034,CB
Charming,s3,Deleatidium,4.17,mm,0.000361677,CB
Charming,s3,Deleatidium,1.47,mm,1.50E-05,CB
Charming,s3,Deleatidium,1.75,mm,2.55E-05,CB
Italian,s3,Deleatidium,6.1,mm,0.001156301,CB
Italian,s3,Deleatidium,5.25,mm,0.000731042,CB
Kiwi,s3,Deleatidium,1.84,mm,2.97E-05,CB
Kiwi,s3,Deleatidium,1.94,mm,3.49E-05,CB
Charming,s3,Deleatidium,1.35,mm,1.15E-05,CB
Charming,s3,Deleatidium,1.81,mm,2.82E-05,CB
Charming,s3,Deleatidium,0.92,mm,3.57E-06,CB
Charming,s3,Deleatidium,1.26,mm,9.34E-06,CB
Charming,s3,Deleatidium,1.33,mm,1.10E-05,CB
Charming,s3,Deleatidium,0.85,mm,2.80E-06,CB
Charming,s3,Deleatidium,1.38,mm,1.23E-05,CB
Charming,s3,Deleatidium,2.09,mm,4.38E-05,CB
Lankey,s3,Deleatidium,1.55,mm,1.76E-05,CB
Charming,s3,Deleatidium,1.85,mm,3.02E-05,CB
Lankey,s3,Deleatidium,1.09,mm,6.00E-06,CB
Kiwi,s3,Deleatidium,1.61,mm,1.97E-05,CB
Lankey,s3,Deleatidium,1.23,mm,8.67E-06,CB
Kiwi,s3,Deleatidium,1.44,mm,1.40E-05,CB
Chasm,s3,Deleatidium,7.59,mm,0.002254626,CB
Kiwi,s3,Deleatidium,2.33,mm,6.11E-05,CB
Charming,s3,Deleatidium,3.71,mm,0.000253057,CB
Charming,s3,Deleatidium,2.72,mm,9.80E-05,CB
Chasm,s3,Deleatidium,6.96,mm,0.001730168,CB
Burnett,s3,Deleatidium,2.89,mm,0.000117969,CB
Sullivan East,s3,Deleatidium,3.47,mm,0.000206287,CB
Kiwi,s3,Deleatidium,1.64,mm,2.09E-05,CB
Sullivan East,s3,Deleatidium,2.28,mm,5.72E-05,CB
Coorang,S3,Deleatidium,2.49,mm,7.48E-05,CB
Kiwi,s3,Deleatidium,1.22,mm,8.46E-06,CB
One Horse Creek,s3,Deleatidium,6.04,mm,0.0011219,CB
Chasm,s3,Deleatidium,1.52,mm,1.66E-05,CB
Chasm,s3,Deleatidium,2.34,mm,6.19E-05,CB
Chasm,s3,Deleatidium,2.2,mm,5.13E-05,CB
Chasm,s3,Deleatidium,2.14,mm,4.71E-05,CB
Chasm,s3,Deleatidium,4.2,mm,0.000369687,CB
Chasm,s3,Deleatidium,3.13,mm,0.000150533,CB
Coorang,S3,Deleatidium,1.92,mm,3.38E-05,CB
Sullivan East,s3,Deleatidium,2.27,mm,5.64E-05,CB
Sullivan East,s3,Deleatidium,2.83,mm,0.000110644,CB
Coorang,S3,Deleatidium,1.48,mm,1.53E-05,CB
Coorang,S3,Deleatidium,3.18,mm,0.000158002,CB
Coorang,S3,Deleatidium,1.54,mm,1.72E-05,CB
Charming,s3,Deleatidium,1.82,mm,2.87E-05,CB
Coorang,S3,Deleatidium,1.79,mm,2.73E-05,CB
One Horse Creek,s3,Deleatidium,4.3,mm,0.000397245,CB
Murray,s3,Deleatidium,1.26,mm,9.34E-06,CB
One Horse Creek,s3,Deleatidium,4.11,mm,0.000346011,CB
Coorang,S3,Deleatidium,1.93,mm,3.44E-05,CB
Coorang,S3,Deleatidium,3.03,mm,0.000136315,CB
One Horse Creek,s3,Deleatidium,3.43,mm,0.000199107,CB
Kiwi,s3,Deleatidium,5.35,mm,0.000774427,CB
Chasm,s3,Deleatidium,1.25,mm,9.11E-06,CB
Charming,s3,Deleatidium,1.64,mm,2.09E-05,CB
Lankey,s3,Deleatidium,2.11,mm,4.51E-05,CB
Chasm,s3,Deleatidium,1.29,mm,1.00E-05,CB
Chasm,s3,Deleatidium,1.42,mm,1.35E-05,CB
Chasm,s3,Deleatidium,1.16,mm,7.25E-06,CB
Chasm,s3,Deleatidium,1.58,mm,1.86E-05,CB
Chasm,s3,Deleatidium,1.04,mm,5.19E-06,CB
Kiwi,s3,Deleatidium,1.15,mm,7.06E-06,CB
One Horse Creek,s3,Deleatidium,3.99,mm,0.000316059,CB
One Horse Creek,s3,Deleatidium,3.51,mm,0.00021364,CB
One Horse Creek,s3,Deleatidium,2.75,mm,0.000101362,CB
One Horse Creek,s3,Deleatidium,3.14,mm,0.000152007,CB
Kiwi,s3,Deleatidium,3.99,mm,0.000316059,CB
Kiwi,s3,Deleatidium,1.19,mm,7.84E-06,CB
Chasm,s3,Deleatidium,1.38,mm,1.23E-05,CB
Chasm,s3,Deleatidium,1.25,mm,9.11E-06,CB
Chasm,s3,Deleatidium,1.33,mm,1.10E-05,CB
Chasm,s3,Deleatidium,1.38,mm,1.23E-05,CB
Chasm,s3,Deleatidium,1.25,mm,9.11E-06,CB
Charming,s3,Deleatidium,2.22,mm,5.27E-05,CB
Charming,s3,Deleatidium,1.41,mm,1.32E-05,CB
Italian,s3,Deleatidium,4.71,mm,0.0005247,CB
Burnett,s3,Deleatidium,3.38,mm,0.000190371,CB
Kiwi,s3,Deleatidium,3.87,mm,0.000287903,CB
Coorang,S3,Deleatidium,3.55,mm,0.000221166,CB
Chasm,s3,Deleatidium,6.46,mm,0.001377721,CB
Chasm,s3,Deleatidium,7.72,mm,0.002374709,CB
Chasm,s3,Deleatidium,7.56,mm,0.002227507,CB
Chasm,s3,Deleatidium,6.96,mm,0.001730168,CB
Chasm,s3,Deleatidium,7.14,mm,0.001870555,CB
Sullivan East,s3,Deleatidium,7.8,mm,0.002450703,CB
Kiwi,s3,Deleatidium,1.47,mm,1.50E-05,CB
Kiwi,s3,Deleatidium,2.64,mm,8.95E-05,CB
Coorang,S3,Deleatidium,3.58,mm,0.000226927,CB
Chasm,s3,Deleatidium,5.33,mm,0.000765615,CB
One Horse Creek,s3,Deleatidium,8.34,mm,0.003006897,CB
Kiwi,s3,Deleatidium,1.7,mm,2.33E-05,CB
Lankey,s3,Deleatidium,3.32,mm,0.000180232,CB
Lankey,s3,Deleatidium,1.5,mm,1.59E-05,CB
Lankey,s3,Deleatidium,1.21,mm,8.25E-06,CB
Kiwi,s3,Deleatidium,2.43,mm,6.95E-05,CB
Kiwi,s3,Deleatidium,1.92,mm,3.38E-05,CB
Lankey,s3,Deleatidium,1.4,mm,1.29E-05,CB
Kiwi,s3,Deleatidium,3.05,mm,0.000139083,CB
Lankey,s3,Deleatidium,2.47,mm,7.30E-05,CB
Lankey,s3,Deleatidium,2.07,mm,4.26E-05,CB
Lankey,s3,Deleatidium,3.2,mm,0.000161058,CB
Italian,s3,Deleatidium,3.74,mm,0.000259361,CB
Charming,s3,Deleatidium,2.5,mm,7.58E-05,CB
Charming,s3,Deleatidium,1.53,mm,1.69E-05,CB
Charming,s3,Deleatidium,1.61,mm,1.97E-05,CB
Lankey,s3,Deleatidium,2.41,mm,6.77E-05,CB
Chasm,s3,Deleatidium,1.71,mm,2.37E-05,CB
Lankey,s3,Deleatidium,1.97,mm,3.66E-05,CB
Lankey,s3,Deleatidium,2.91,mm,0.000120482,CB
Lankey,s3,Deleatidium,2.96,mm,0.000126919,CB
Kiwi,s3,Deleatidium,1.71,mm,2.37E-05,CB
Lankey,s3,Deleatidium,0.84,mm,2.70E-06,CB
Lankey,s3,Deleatidium,1.34,mm,1.13E-05,CB
Lankey,s3,Deleatidium,1.88,mm,3.17E-05,CB
Lankey,s3,Deleatidium,1.06,mm,5.51E-06,CB
Kiwi,s3,Deleatidium,1.79,mm,2.73E-05,CB
Burke,s3,Deleatidium,2.49,mm,7.48E-05,CB
Burke,s3,Deleatidium,1.3,mm,1.03E-05,CB
Kiwi,s3,Deleatidium,1.72,mm,2.42E-05,CB
Kiwi,s3,Deleatidium,1.68,mm,2.25E-05,CB
Lankey,s3,Deleatidium,1.17,mm,7.44E-06,CB
Chasm,s3,Deleatidium,7.87,mm,0.002518526,CB
Kiwi,s3,Deleatidium,1.5,mm,1.59E-05,CB
Chasm,s3,Deleatidium,7.47,mm,0.002147468,CB
Chasm,s3,Deleatidium,6.96,mm,0.001730168,CB
Chasm,s3,Deleatidium,6.76,mm,0.001582697,CB
Coorang,S3,Deleatidium,2.92,mm,0.000121751,CB
Charming,s3,Deleatidium,1.78,mm,2.68E-05,CB
Kiwi,s3,Deleatidium,1.45,mm,1.43E-05,CB
Burnett,s3,Deleatidium,2.78,mm,0.000104779,CB
Chasm,s3,Deleatidium,5.01,mm,0.000633651,CB
Chasm,s3,Deleatidium,6.66,mm,0.001512242,CB
Kiwi,s3,Deleatidium,1.03,mm,5.04E-06,CB
Charming,s3,Deleatidium,1.15,mm,7.06E-06,CB
Charming,s3,Deleatidium,1.43,mm,1.37E-05,CB
Kiwi,s3,Deleatidium,1.59,mm,1.90E-05,CB
Kiwi,s3,Deleatidium,1.68,mm,2.25E-05,CB
Kiwi,s3,Deleatidium,1.94,mm,3.49E-05,CB
Kiwi,s3,Deleatidium,1.71,mm,2.37E-05,CB
Charming,s3,Deleatidium,1.71,mm,2.37E-05,CB
Kiwi,s3,Deleatidium,1.63,mm,2.05E-05,CB
Charming,s3,Deleatidium,1.54,mm,1.72E-05,CB
Italian,s3,Deleatidium,5.35,mm,0.000774427,CB
Italian,s3,Deleatidium,7.82,mm,0.002469954,CB
Italian,s3,Deleatidium,7.61,mm,0.002272828,CB
Kiwi,s3,Deleatidium,1.72,mm,2.42E-05,CB
Kiwi,s3,Deleatidium,1.31,mm,1.05E-05,CB
Italian,s3,Deleatidium,5.94,mm,0.001066105,CB
Charming,s3,Deleatidium,1.57,mm,1.83E-05,CB
Kiwi,s3,Deleatidium,1.86,mm,3.07E-05,CB
Sullivan East,s3,Deleatidium,1.03,mm,5.04E-06,CB
Italian,s3,Deleatidium,6.47,mm,0.001384247,CB
Kiwi,s3,Deleatidium,1.89,mm,3.22E-05,CB
Charming,s3,Deleatidium,1.95,mm,3.55E-05,CB
Italian,s3,Deleatidium,6.26,mm,0.001251493,CB
Kiwi,s3,Deleatidium,1.71,mm,2.37E-05,CB
Kiwi,s3,Deleatidium,4.53,mm,0.000465805,CB
Chasm,s3,Deleatidium,1.32,mm,1.08E-05,CB
Kiwi,s3,Deleatidium,5.09,mm,0.000665077,CB
Kiwi,s3,Deleatidium,5.98,mm,0.001088194,CB
Charming,s3,Deleatidium,1.7,mm,2.33E-05,CB
Charming,s3,Deleatidium,1.87,mm,3.12E-05,CB
Charming,s3,Deleatidium,1.5,mm,1.59E-05,CB
Charming,s3,Deleatidium,1.49,mm,1.56E-05,CB
Italian,s3,Deleatidium,5.43,mm,0.000810357,CB
Italian,s3,Deleatidium,7.67,mm,0.002328027,CB
Italian,s3,Deleatidium,5.99,mm,0.001093763,CB
Charming,s3,Deleatidium,2.02,mm,3.95E-05,CB
Kiwi,s3,Deleatidium,1.31,mm,1.05E-05,CB
Lankey,s3,Deleatidium,1.88,mm,3.17E-05,CB
Italian,s3,Deleatidium,4.57,mm,0.000478486,CB
Kiwi,s3,Deleatidium,1.7,mm,2.33E-05,CB
Italian,s3,Deleatidium,7.14,mm,0.001870555,CB
Italian,s3,Deleatidium,0.86,mm,2.91E-06,CB
Coorang,S3,Deleatidium,4.14,mm,0.000353786,CB
Italian,s3,Deleatidium,1.7,mm,2.33E-05,CB
Chasm,s3,Deleatidium,4.99,mm,0.000625953,CB
Sullivan East,s3,Deleatidium,3.67,mm,0.000244812,CB
Coorang,S3,Deleatidium,3.47,mm,0.000206287,CB
One Horse Creek,s3,Deleatidium,6.58,mm,0.001457421,CB
Kiwi,s3,Deleatidium,1.37,mm,1.21E-05,CB
One Horse Creek,s3,Deleatidium,7.66,mm,0.002318765,CB
Coorang,S3,Deleatidium,2.32,mm,6.03E-05,CB
Coorang,S3,Deleatidium,1.98,mm,3.71E-05,CB
Coorang,S3,Deleatidium,2,mm,3.83E-05,CB
Sullivan East,s3,Deleatidium,3.22,mm,0.000164153,CB
Sullivan East,s3,Deleatidium,2.71,mm,9.69E-05,CB
Coorang,S3,Deleatidium,2.9,mm,0.000119221,CB
Coorang,S3,Deleatidium,1.95,mm,3.55E-05,CB
Sullivan East,s3,Deleatidium,2.41,mm,6.77E-05,CB
Sullivan East,s3,Deleatidium,2.49,mm,7.48E-05,CB
