site,sampling_method,sample,sampling_area,organism_group,taxon,body_mass,body_length,body_weight_units,body_length_units,count,multiplier
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,9.51e-6,2.08,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.46e-5,2.61,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.34e-6,0.73,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,4.41e-6,1.38,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.98e-6,0.9,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.98e-6,0.9,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,3.34e-6,1.19,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.33e-5,2.49,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.34e-6,0.73,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,4.96e-6,1.47,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,5.35e-6,1.53,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.84e-5,2.96,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,8.27e-6,1.93,g,mm,1,16.666666666666668
Chasm,surber,1,0.06,macroinvertebrate,Oligochaetae,1.07e-5,2.21,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,3.77e-6,1.27,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.06e-5,2.2,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,9.77e-6,2.11,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,7.72e-6,1.86,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,8.51e-6,1.96,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,4.71e-5,4.88,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,2.95e-5,3.8,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,1.54e-5,2.69,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,2.69e-6,1.06,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,4.84e-6,1.45,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.19e-5,2.34,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.17e-6,0.68,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,4.29e-6,1.36,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,2.89e-5,3.76,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,5.68e-6,1.58,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,1.04e-5,2.18,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,6.81e-6,1.74,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,3.5e-6,1.22,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,3.34e-6,1.19,g,mm,1,16.666666666666668
Italian,surber,1,0.06,macroinvertebrate,Oligochaetae,8.51e-6,1.96,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.36e-5,2.52,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,7.03e-6,1.77,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,9.34e-6,2.06,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,7.95e-6,1.89,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,1.02e-5,2.16,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,3.45e-6,1.21,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,6.59e-6,1.71,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,3.66e-6,1.25,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.87e-5,2.98,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,3.29e-6,1.18,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,2.59e-6,1.04,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,2.74e-6,1.07,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.33e-5,2.49,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,8.03e-6,1.9,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,4e-6,1.31,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,3.72e-6,1.26,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,5.42e-6,1.54,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,4.17e-6,1.34,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,4.9e-6,1.46,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.28e-5,2.44,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,5.48e-6,1.55,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.86e-6,0.87,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,7.33e-6,1.81,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,1.01e-5,2.15,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,6.66e-6,1.72,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,4.96e-6,1.47,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,4.06e-6,1.32,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,8.11e-6,1.91,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.27e-5,2.43,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,6.49e-5,5.79,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.13e-5,2.28,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,5.42e-6,1.54,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,5.48e-6,1.55,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,3.45e-6,1.21,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,2.88e-6,1.1,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,4.71e-6,1.43,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,7.56e-6,1.84,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,1.17e-5,2.32,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,7.95e-6,1.89,g,mm,1,16.666666666666668
Chasm,surber,1,0.06,macroinvertebrate,Oligochaetae,8.35e-6,1.94,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,5.15e-6,1.5,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,1.02e-5,2.16,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,5.48e-6,1.55,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,1.82e-6,0.86,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,5.75e-6,1.59,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,8.92e-6,2.01,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,5.35e-6,1.53,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,9.11e-5,6.94,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,3.34e-6,1.19,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,6.24e-5,5.67,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,4.29e-6,1.36,g,mm,1,16.666666666666668
Italian,surber,1,0.06,macroinvertebrate,Oligochaetae,1e-5,2.14,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,1.68e-5,2.82,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,1.66e-6,0.82,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,5.82e-6,1.6,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,6.18e-5,5.64,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,2.74e-6,1.07,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,4.9e-6,1.46,g,mm,1,16.666666666666668
Chasm,surber,1,0.06,macroinvertebrate,Oligochaetae,5.4e-5,5.25,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,1.09e-5,2.24,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,9.69e-6,2.1,g,mm,1,16.666666666666668
Chasm,surber,1,0.06,macroinvertebrate,Oligochaetae,6.96e-6,1.76,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.14e-5,2.29,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,9.86e-6,2.12,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,2.59e-5,3.55,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.48e-6,0.77,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,3.72e-6,1.26,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,5.89e-6,1.61,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.06e-5,2.2,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,5.95e-6,1.62,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,4.77e-6,1.44,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,8.03e-6,1.9,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,1.1e-5,2.25,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,5.48e-6,1.55,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,4.47e-6,1.39,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,5.42e-6,1.54,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,2.74e-6,1.07,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,8.59e-6,1.97,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Oligochaetae,3.55e-6,1.23,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,5.55e-6,1.56,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,5.42e-6,1.54,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,1.57e-5,2.72,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,1.3e-6,0.72,g,mm,1,16.666666666666668
Burnet Tributary,surber,1,0.06,macroinvertebrate,Oligochaetae,1.08e-5,2.23,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.2e-5,2.35,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,6.37e-6,1.68,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,2.2e-5,3.25,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.12e-5,2.27,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,7.33e-6,1.81,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,8.76e-6,1.99,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,9.6e-6,2.09,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,2.93e-6,1.11,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,1.17e-6,0.68,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,5.15e-6,1.5,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,7.1e-6,1.78,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,4.9e-6,1.46,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,4.11e-6,1.33,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,2.78e-6,1.08,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,6.3e-6,1.67,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,3.72e-6,1.26,g,mm,1,16.666666666666668
Chasm,surber,1,0.06,macroinvertebrate,Oligochaetae,9.09e-6,2.03,g,mm,1,16.666666666666668
Burnett,surber,1,0.06,macroinvertebrate,Oligochaetae,7.72e-6,1.86,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,3.45e-6,1.21,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,1.24e-5,2.4,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,8.59e-6,1.97,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,6.37e-6,1.68,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,1.48e-6,0.77,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,3.08e-6,1.14,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,1.03e-5,2.17,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,1.23e-5,2.39,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,2.42e-5,3.42,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,1.37e-5,2.53,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,1.55e-5,2.7,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,3.94e-6,1.3,g,mm,1,16.666666666666668
Sullivan East,surber,1,0.06,macroinvertebrate,Oligochaetae,4.06e-6,1.32,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Oligochaetae,5.61e-6,1.57,g,mm,1,16.666666666666668
Chasm,surber,1,0.06,macroinvertebrate,Oligochaetae,2.98e-6,1.12,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Oligochaetae,3.72e-6,1.26,g,mm,1,16.666666666666668
Stream X,surber,1,0.06,macroinvertebrate,Oligochaetae,4.06e-6,1.32,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,1.3e-5,2.46,g,mm,1,16.666666666666668
One Horse Creek,surber,1,0.06,macroinvertebrate,Oligochaetae,8.43e-6,1.95,g,mm,1,16.666666666666668
Italian,surber,1,0.06,macroinvertebrate,Olinga,1.81e-5,2.15,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Olinga,2.51e-5,2.37,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Olinga,6.29e-5,3.12,g,mm,1,16.666666666666668
Italian,surber,1,0.06,macroinvertebrate,Olinga,4.28e-5,2.78,g,mm,1,16.666666666666668
Italian,surber,1,0.06,macroinvertebrate,Olinga,7.44e-5,3.28,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Olinga,3.2e-6,1.28,g,mm,1,16.666666666666668
Italian,surber,1,0.06,macroinvertebrate,Olinga,1.81e-5,2.15,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Olinga,1.65e-6,1.05,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Orthocladiinae,6.46284e-4,3.54,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.76203e-4,2.59,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.28354e-4,2.76,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.16943e-4,2.37,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.2061e-4,1.91,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.72826e-4,2.18,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,9.8e-5,1.77,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,4.00854e-4,2.97,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.27049e-4,2.41,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.79374e-4,2.21,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.48145e-4,2.49,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,4.11966e-4,3,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.11998e-4,2.35,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.38573e-4,2.01,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,9.8e-5,1.77,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.58307e-4,2.85,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.04195e-4,1.81,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.68662e-4,2.88,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.29622e-4,2.42,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,4.34769e-4,3.06,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.92934e-4,2.27,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.97594e-4,2.29,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,8.37e-5,1.67,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.95255e-4,2.28,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.04195e-4,1.81,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.81e-5,1.46,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.81e-5,1.46,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,8.51e-5,1.68,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,6.71e-5,1.54,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.38e-5,1.42,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.58142e-4,2.11,g,mm,1,16.666666666666668
Packtrack,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.12213e-4,1.86,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,7.84e-5,1.63,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.03102e-4,2.68,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,7.84e-5,1.63,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.42759e-4,2.47,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.01092e-4,1.79,g,mm,1,16.666666666666668
Coal,surber,1,0.06,macroinvertebrate,Orthocladiinae,4.2327e-4,3.03,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.24077e-4,1.93,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,6.6e-5,1.53,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.81e-5,1.46,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.37449e-4,2.45,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.72826e-4,2.18,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,6.51263e-4,3.55,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.05768e-4,1.82,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.70678e-4,2.17,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.48e-5,1.21,g,mm,1,16.666666666666668
Charming,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.189e-4,1.9,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.37e-5,1.05,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.36706e-4,2,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.40457e-4,2.02,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.07125e-4,2.33,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.0896e-4,1.84,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.7e-5,1.45,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.97193e-4,2.96,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,9.07234e-4,4.01,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.64334e-4,2.14,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,7.84e-5,1.63,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Orthocladiinae,8.41115e-4,3.9,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,4.69e-5,1.35,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.02324e-4,2.31,g,mm,1,16.666666666666668
Portal,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.25834e-4,1.94,g,mm,1,16.666666666666668
Kiwi,surber,1,0.06,macroinvertebrate,Orthocladiinae,9.65e-5,1.76,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.29622e-4,2.42,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,2.70439e-4,2.57,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,9.65e-5,1.76,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,6.14e-5,1.49,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,3.41e-5,1.2,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.7e-5,1.45,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,4.06e-5,1.28,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.28e-5,1.41,g,mm,1,16.666666666666668
Burke,surber,1,0.06,macroinvertebrate,Orthocladiinae,9.07e-5,1.72,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,1.68547e-4,2.16,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,6.48e-5,1.52,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,5.7e-5,1.45,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,7.32e-5,1.59,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,8.65e-5,1.69,g,mm,1,16.666666666666668
Lankey,surber,1,0.06,macroinvertebrate,Orthocladiinae,8.1e-5,1.65,g,mm,1,16.666666666666668
